year,country,cell_subscriptions,internet_users,unemployment,population,bank_branches,tourism_arrivals,region,income_group
2010,Djibouti,19.85681673,6.5,NA,830802,4.369030172,51000,Middle East & North Africa, Lower middle income
2011,Djibouti,22.80161957,7,NA,841802,5.000759132,56000,Middle East & North Africa, Lower middle income
2012,Djibouti,24.71558258,8.267232892,NA,853069,5.265023794,60000,Middle East & North Africa, Lower middle income
2013,Djibouti,27.96586676,9.5,NA,864554,5.010530753,63000,Middle East & North Africa, Lower middle income
2014,Djibouti,32.38686559,10.71,NA,876174,5.610680014,NA,Middle East & North Africa, Lower middle income
2010,Dominica,148.3370101,47.45,NA,71167,21.60377671,77000,Latin America & Caribbean,Upper middle income
2011,Dominica,152.5524853,51.3135,NA,71402,21.53297541,76000,Latin America & Caribbean,Upper middle income
2012,Dominica,152.4747503,55.17701416,NA,71685,21.44796575,79000,Latin America & Caribbean,Upper middle income
2013,Dominica,129.9598628,59,NA,72005,21.35294331,78000,Latin America & Caribbean,Upper middle income
2014,Dominica,127.4519291,62.86,NA,72341,19.48207764,NA,Latin America & Caribbean,Upper middle income
2010,Dominican Republic,88.7787084,31.4,12.39999962,9897983,10.06655668,4125000,Latin America & Caribbean,Upper middle income
2011,Dominican Republic,86.43207979,38,14.69999981,10027140,10.48771721,4306000,Latin America & Caribbean,Upper middle income
2012,Dominican Republic,86.93709732,41.2,14.69999981,10155036,10.32333612,4563000,Latin America & Caribbean,Upper middle income
2013,Dominican Republic,88.43350015,45.9,15,10281408,11.47102149,4690000,Latin America & Caribbean,Upper middle income
2014,Dominican Republic,78.86382636,49.58,14.5,10405943,11.3817699,NA,Latin America & Caribbean,Upper middle income
2010,Ecuador,98.53115831,29.03,5,14934692,33.82008276,1047000,Latin America & Caribbean,Upper middle income
2011,Ecuador,100.5655994,31.36680836,4.199999809,15177280,41.7847565,1141000,Latin America & Caribbean,Upper middle income
2012,Ecuador,106.2255329,35.13514645,4.099999905,15419493,77.19400189,1272000,Latin America & Caribbean,Upper middle income
2013,Ecuador,105.6444776,40.35368423,4.199999809,15661312,78.5152374,1364000,Latin America & Caribbean,Upper middle income
2014,Ecuador,103.8991648,43,NA,15902916,77.07915692,NA,Latin America & Caribbean,Upper middle income
2010,"Egypt, Arab Rep.",90.50319174,21.6,9,82040994,4.808229703,14051000,Middle East & North Africa, Lower middle income
2011,"Egypt, Arab Rep.",105.0794228,25.6,12,83787634,4.831294545,9497000,Middle East & North Africa, Lower middle income
2012,"Egypt, Arab Rep.",119.9164442,26.4,12.69999981,85660902,4.789380208,11196000,Middle East & North Africa, Lower middle income
2013,"Egypt, Arab Rep.",121.507893,29.4,13.19999981,87613909,4.787505972,9174000,Middle East & North Africa, Lower middle income
2014,"Egypt, Arab Rep.",114.3059858,31.7,NA,89579670,4.797660535,NA,Middle East & North Africa, Lower middle income
2010,El Salvador,123.8355503,15.9,7,6038306,10.65599011,1150000,Latin America & Caribbean, Lower middle income
2011,El Salvador,132.9256445,18.9,6.599999905,6055208,11.45517219,1184000,Latin America & Caribbean, Lower middle income
2012,El Salvador,137.3425261,20.32138772,6.099999905,6072233,11.00932894,1255000,Latin America & Caribbean, Lower middle income
2013,El Salvador,141.8179045,23.1093,5.900000095,6089644,11.66539766,1283000,Latin America & Caribbean, Lower middle income
2014,El Salvador,144.0256764,29.7,NA,6107706,11.57033366,NA,Latin America & Caribbean, Lower middle income
2010,Equatorial Guinea,57.35549085,6,NA,728710,4.497648122,NA,Sub-Saharan Africa,High income: nonOECD
2011,Equatorial Guinea,66.8802619,11.5,NA,750918,4.588818777,NA,Sub-Saharan Africa,High income: nonOECD
2012,Equatorial Guinea,68.05374469,13.94318219,NA,773729,5.561846445,NA,Sub-Saharan Africa,High income: nonOECD
2013,Equatorial Guinea,67.47338887,16.4,NA,797082,6.267614157,NA,Sub-Saharan Africa,High income: nonOECD
2014,Equatorial Guinea,66.38811096,18.86,NA,820885,6.498338731,NA,Sub-Saharan Africa,High income: nonOECD
2010,Eritrea,3.227135845,0.61,NA,4689664,NA,84000,Sub-Saharan Africa,Low income
2011,Eritrea,4.077954414,0.7,NA,4789568,NA,107000,Sub-Saharan Africa,Low income
2012,Eritrea,4.979397878,0.8,NA,4892233,NA,NA,Sub-Saharan Africa,Low income
2013,Eritrea,5.602975462,0.9,NA,4998824,NA,NA,Sub-Saharan Africa,Low income
2014,Eritrea,6.38599695,0.99,NA,5110444,NA,NA,Sub-Saharan Africa,Low income
2010,Estonia,127.2827876,74.1,16.70000076,1331475,19.53081986,2372000,Europe & Central Asia, High income: OECD
2011,Estonia,143.9260625,76.5,12.30000019,1327439,17.39327105,2665000,Europe & Central Asia, High income: OECD
2012,Estonia,160.4107755,78.38992593,10,1322696,16.05118482,2744000,Europe & Central Asia, High income: OECD
2013,Estonia,159.6607033,79.4,8.600000381,1317997,13.97118235,2868000,Europe & Central Asia, High income: OECD
2014,Estonia,160.6878485,84.24,7.400000095,1313645,12.41073856,NA,Europe & Central Asia, High income: OECD
2010,Ethiopia,7.869542323,0.75,18.89999962,87561814,1.369827892,468000,Sub-Saharan Africa,Low income
2011,Ethiopia,15.80285822,1.1,18,89858696,1.907786965,523000,Sub-Saharan Africa,Low income
2012,Ethiopia,22.37451927,1.482810139,17.60000038,92191211,2.945128333,597000,Sub-Saharan Africa,Low income
2013,Ethiopia,27.25468539,1.9,4.5,94558374,NA,681000,Sub-Saharan Africa,Low income
2014,Ethiopia,31.59388039,2.9,NA,96958732,NA,NA,Sub-Saharan Africa,Low income
2010,Faeroe Islands,119.8967346,75.2,6.400000095,48567,NA,NA,Europe & Central Asia,High income: nonOECD
2011,Faeroe Islands,118.0097274,80.7321728,5.300000191,48492,NA,NA,Europe & Central Asia,High income: nonOECD
2012,Faeroe Islands,118.6159253,85.33518924,3,48393,NA,NA,Europe & Central Asia,High income: nonOECD
2013,Faeroe Islands,120.681639,90,4,48292,NA,NA,Europe & Central Asia,High income: nonOECD
2014,Faeroe Islands,124.1164577,94.66,NA,48221,NA,NA,Europe & Central Asia,High income: nonOECD
2010,Fiji,81.10077287,20,8.899999619,859952,11.13510972,632000,East Asia & Pacific,Upper middle income
2011,Fiji,83.76338399,28,9,867327,10.86292119,675000,East Asia & Pacific,Upper middle income
2012,Fiji,98.17854865,33.74235675,9,874158,10.44790947,661000,East Asia & Pacific,Upper middle income
2013,Fiji,105.6001544,37.1,NA,880487,11.00831367,658000,East Asia & Pacific,Upper middle income
2014,Fiji,98.77670015,41.8,NA,886450,12.19236062,NA,East Asia & Pacific,Upper middle income
2010,Finland,156.3055115,86.89,8.399999619,5363352,15.49782569,3670000,Europe & Central Asia, High income: OECD
2011,Finland,165.8909009,88.70999491,7.800000191,5388272,15.08063967,4192000,Europe & Central Asia, High income: OECD
2012,Finland,172.3224293,89.87999797,7.699999809,5413971,13.59039649,4226000,Europe & Central Asia, High income: OECD
2013,Finland,136.578674,91.5144,8.199999809,5438972,12.21267024,NA,Europe & Central Asia, High income: OECD
2014,Finland,139.6638962,92.38,8.699999809,5463596,12.07221583,NA,Europe & Central Asia, High income: OECD
2010,France,91.38732973,77.28,9.300000191,65027512,41.52432319,77648000,Europe & Central Asia, High income: OECD
2011,France,94.0767743,77.81999899,9.199999809,65342776,41.30638836,81550000,Europe & Central Asia, High income: OECD
2012,France,97.37775287,81.44,9.800000191,65639975,38.90907397,83051000,Europe & Central Asia, High income: OECD
2013,France,98.49547248,81.9198,9.899999619,65925498,38.56217781,84726000,Europe & Central Asia, High income: OECD
2014,France,100.3615662,83.75,9.899999619,66206930,37.99657706,NA,Europe & Central Asia, High income: OECD
2010,French Polynesia,80.53643706,49,NA,268065,NA,154000,East Asia & Pacific,High income: nonOECD
2011,French Polynesia,82.26223262,49,NA,270862,NA,163000,East Asia & Pacific,High income: nonOECD
2012,French Polynesia,82.53778112,52.87663059,21.79999924,273775,NA,169000,East Asia & Pacific,High income: nonOECD
2013,French Polynesia,85.57567613,56.8,NA,276766,NA,164000,East Asia & Pacific,High income: nonOECD
2014,French Polynesia,85.65761967,60.68,NA,279781,NA,NA,East Asia & Pacific,High income: nonOECD
2010,Gabon,103.4556766,7.23,20.39999962,1541936,5.026162096,NA,Sub-Saharan Africa,Upper middle income
2011,Gabon,148.6936289,8,NA,1577298,5.716747248,NA,Sub-Saharan Africa,Upper middle income
2012,Gabon,179.4714108,8.616714489,NA,1613489,9.858328642,NA,Sub-Saharan Africa,Upper middle income
2013,Gabon,214.7500375,9.2,NA,1650351,10.40397568,NA,Sub-Saharan Africa,Upper middle income
2014,Gabon,210.3671257,9.81,NA,1687673,NA,NA,Sub-Saharan Africa,Upper middle income
2010,"Gambia, The",87.9633354,9.2,NA,1693002,9.471720536,91000,Sub-Saharan Africa,Low income
2011,"Gambia, The",80.76025697,10.8703,NA,1749099,9.16960671,106000,Sub-Saharan Africa,Low income
2012,"Gambia, The",85.20375721,12.44922872,29.79999924,1807108,8.771196676,157000,Sub-Saharan Africa,Low income
2013,"Gambia, The",99.9766937,14,NA,1866878,NA,171000,Sub-Saharan Africa,Low income
2014,"Gambia, The",119.6304887,15.56,NA,1928201,NA,NA,Sub-Saharan Africa,Low income
2010,Georgia,90.64792691,26.9,16.29999924,4452800,17.92236662,2032000,Europe & Central Asia, Lower middle income
2011,Georgia,101.2829241,31.52,15.10000038,4483350,19.63426624,2822000,Europe & Central Asia, Lower middle income
2012,Georgia,107.809112,36.94,15,4490700,23.02976921,4428000,Europe & Central Asia, Lower middle income
2013,Georgia,115.0251043,43.3,14.60000038,4487200,25.07889505,5392000,Europe & Central Asia, Lower middle income
2014,Georgia,124.9355401,48.9,12.39999962,4504100,26.71897122,NA,Europe & Central Asia, Lower middle income
2010,Germany,106.4836959,82,7.099999905,81776930,15.68417953,26875000,Europe & Central Asia, High income: OECD
2011,Germany,109.6595675,81.26999954,5.800000191,81797673,15.51967742,28374000,Europe & Central Asia, High income: OECD
2012,Germany,111.5940398,82.34999847,5.400000095,80425823,14.15152763,30411000,Europe & Central Asia, High income: OECD
2013,Germany,120.9211651,84.17,5.199999809,80645605,14.86699579,31545000,Europe & Central Asia, High income: OECD
2014,Germany,120.4189829,86.19,5,80889505,14.54159756,NA,Europe & Central Asia, High income: OECD
2010,Ghana,71.86671124,7.8,4.199999809,24317734,5.360815572,931000,Sub-Saharan Africa, Lower middle income
2011,Ghana,85.27494343,9,NA,24928503,5.382008771,NA,Sub-Saharan Africa, Lower middle income
2012,Ghana,100.9932997,10.6,NA,25544565,5.681543789,NA,Sub-Saharan Africa, Lower middle income
2013,Ghana,108.1911482,12.3,5.199999809,26164432,5.858438793,NA,Sub-Saharan Africa, Lower middle income
2014,Ghana,114.8194789,18.9,NA,26786598,6.094480122,NA,Sub-Saharan Africa, Lower middle income
2010,Greece,110.6455185,44.4,12.5,11153454,40.94544557,15007000,Europe & Central Asia, High income: OECD
2011,Greece,109.0787779,51.64999517,17.79999924,11123213,39.3737949,16427000,Europe & Central Asia, High income: OECD
2012,Greece,120.0963016,55.06999344,24.10000038,11092771,37.41964738,15518000,Europe & Central Asia, High income: OECD
2013,Greece,116.8206478,59.8663,27.29999924,11027549,32.29923086,17920000,Europe & Central Asia, High income: OECD
2014,Greece,114.9618849,63.21,26.5,10957740,28.00372011,NA,Europe & Central Asia, High income: OECD
2010,Greenland,101.4200828,63,NA,56905,NA,NA,Europe & Central Asia,High income: nonOECD
2011,Greenland,103.7367994,64,9.399999619,56890,NA,NA,Europe & Central Asia,High income: nonOECD
2012,Greenland,104.6982584,64.8960101,NA,56810,NA,NA,Europe & Central Asia,High income: nonOECD
2013,Greenland,105.9890852,65.8,9.699999809,56483,NA,NA,Europe & Central Asia,High income: nonOECD
2014,Greenland,106.3606466,66.7,NA,56295,NA,NA,Europe & Central Asia,High income: nonOECD
2010,Grenada,116.4974159,27,NA,104677,32.94675818,110000,Latin America & Caribbean,Upper middle income
2011,Grenada,115.018939,30,NA,105070,33.99537065,118000,Latin America & Caribbean,Upper middle income
2012,Grenada,123.159182,32,NA,105476,35.04627419,116000,Latin America & Caribbean,Upper middle income
2013,Grenada,125.5937373,35,NA,105902,34.82972136,116000,Latin America & Caribbean,Upper middle income
2014,Grenada,126.5251216,37.38,NA,106349,34.61094731,NA,Latin America & Caribbean,Upper middle income
2010,Guam,NA,54.04,8.199999809,159440,NA,1196000,East Asia & Pacific,High income: nonOECD
2011,Guam,NA,57.7,13.30000019,160858,NA,1160000,East Asia & Pacific,High income: nonOECD
2012,Guam,NA,61.53415931,12.19999981,162807,NA,1308000,East Asia & Pacific,High income: nonOECD
2013,Guam,NA,65.4,11.5,165121,NA,1334000,East Asia & Pacific,High income: nonOECD
2014,Guam,NA,69.27,NA,167543,NA,NA,East Asia & Pacific,High income: nonOECD
2010,Guatemala,125.9831555,10.5,3.700000048,14732261,35.30595886,1219000,Latin America & Caribbean, Lower middle income
2011,Guatemala,132.4516485,12.3,4.099999905,15049280,36.11405744,1225000,Latin America & Caribbean, Lower middle income
2012,Guatemala,137.8194849,16,2.900000095,15368759,36.63163216,1305000,Latin America & Caribbean, Lower middle income
2013,Guatemala,140.393535,19.7,3,15690793,36.8545049,1331000,Latin America & Caribbean, Lower middle income
2014,Guatemala,106.6337703,23.4,NA,16015494,36.5450553,NA,Latin America & Caribbean, Lower middle income
2010,Guinea,36.7781157,1,1.600000024,11012406,1.302888036,12000,Sub-Saharan Africa,Low income
2011,Guinea,43.54770359,1.3,1.700000048,11316351,1.437276281,131000,Sub-Saharan Africa,Low income
2012,Guinea,48.76925037,1.490144366,1.700000048,11628767,1.578250705,96000,Sub-Saharan Africa,Low income
2013,Guinea,63.31503903,1.6,NA,11948726,1.756352054,56000,Sub-Saharan Africa,Low income
2014,Guinea,72.09875075,1.72,NA,12275527,1.891975915,NA,Sub-Saharan Africa,Low income
2010,Guinea-Bissau,42.69221945,2.45,NA,1634196,1.844253895,NA,Sub-Saharan Africa,Low income
2011,Guinea-Bissau,45.10659833,2.672,NA,1673509,2.21863949,NA,Sub-Saharan Africa,Low income
2012,Guinea-Bissau,63.0692167,2.893990621,NA,1714620,2.365568799,NA,Sub-Saharan Africa,Low income
2013,Guinea-Bissau,55.15072568,3.1,NA,1757138,2.605954606,NA,Sub-Saharan Africa,Low income
2014,Guinea-Bissau,63.48369055,3.32,NA,1800513,NA,NA,Sub-Saharan Africa,Low income
2010,Guyana,71.28590073,29.9,NA,753362,6.92647764,152000,Latin America & Caribbean, Lower middle income
2011,Guyana,66.85662336,31,NA,755883,7.658696135,157000,Latin America & Caribbean, Lower middle income
2012,Guyana,68.77901955,33,NA,758410,7.954231131,177000,Latin America & Caribbean, Lower middle income
2013,Guyana,69.41295352,35,NA,761033,8.413226374,NA,Latin America & Caribbean, Lower middle income
2014,Guyana,70.53891053,37.35,NA,763893,8.657975342,NA,Latin America & Caribbean, Lower middle income
2010,Haiti,40.41873813,8.37,NA,9999617,2.484706025,255000,Latin America & Caribbean,Low income
2011,Haiti,41.86242333,9,NA,10144890,2.637503538,349000,Latin America & Caribbean,Low income
2012,Haiti,59.90841158,9.8,NA,10288828,2.736828045,295000,Latin America & Caribbean,Low income
2013,Haiti,69.39885695,10.6,NA,10431249,2.726928915,NA,Latin America & Caribbean,Low income
2014,Haiti,64.70745958,11.4,NA,10572029,NA,NA,Latin America & Caribbean,Low income
2010,Honduras,124.7187583,11.09,4.800000191,7503875,20.57307313,863000,Latin America & Caribbean, Lower middle income
2011,Honduras,103.6720092,15.9,4.400000095,7621414,20.89467093,871000,Latin America & Caribbean, Lower middle income
2012,Honduras,92.87017414,18.12,NA,7736131,22.95462766,895000,Latin America & Caribbean, Lower middle income
2013,Honduras,95.91916853,17.8,3.900000095,7849059,23.33909183,863000,Latin America & Caribbean, Lower middle income
2014,Honduras,93.51563642,19.08,NA,7961680,23.21175766,NA,Latin America & Caribbean, Lower middle income
2010,"Hong Kong SAR, China",195.6692192,72,4.300000191,7024200,23.90141343,20085000,East Asia & Pacific,High income: nonOECD
2011,"Hong Kong SAR, China",215.5038098,72.2,3.400000095,7071600,23.90653677,22316000,East Asia & Pacific,High income: nonOECD
2012,"Hong Kong SAR, China",229.2446254,72.9,3.299999952,7154600,23.36697363,23770000,East Asia & Pacific,High income: nonOECD
2013,"Hong Kong SAR, China",237.3518775,74.2,3.400000095,7187500,22.94736539,25661000,East Asia & Pacific,High income: nonOECD
2014,"Hong Kong SAR, China",239.297939,74.56,3.200000048,7241700,22.69454939,NA,East Asia & Pacific,High income: nonOECD
2010,Hungary,119.9427178,65,11.19999981,10000023,16.74163388,9510000,Europe & Central Asia, High income: OECD
2011,Hungary,116.9434928,68.01998789,11,9971727,16.41791578,10250000,Europe & Central Asia, High income: OECD
2012,Hungary,116.070556,70.57999815,11,9920362,16.08047504,10353000,Europe & Central Asia, High income: OECD
2013,Hungary,116.4278724,72.6439,10.19999981,9893082,15.43546473,10675000,Europe & Central Asia, High income: OECD
2014,Hungary,118.0538283,76.13,7.699999809,9861673,15.55620028,NA,Europe & Central Asia, High income: OECD
2010,Iceland,107.2427541,93.39,7.599999905,318041,57.65242259,489000,Europe & Central Asia, High income: OECD
2011,Iceland,106.8414418,94.8196868,7,319014,52.24065962,566000,Europe & Central Asia, High income: OECD
2012,Iceland,108.054513,96.20979955,6,320716,47.18768343,673000,Europe & Central Asia, High income: OECD
2013,Iceland,108.1111263,96.5468,5.400000095,323764,43.23097878,800000,Europe & Central Asia, High income: OECD
2014,Iceland,111.0801927,98.16,4.900000095,327589,40.37907706,NA,Europe & Central Asia, High income: OECD
2010,India,62.39006487,7.5,3.5,1230984504,10.14111383,5776000,South Asia, Lower middle income
2011,India,73.19803895,10.07,NA,1247446011,10.62802996,6309000,South Asia, Lower middle income
2012,India,69.92238977,12.58006091,3.599999905,1263589639,11.31489156,6578000,South Asia, Lower middle income
2013,India,70.78318167,15.1,4.5,1279498874,12.00239847,6968000,South Asia, Lower middle income
2014,India,74.48376991,18,4.900000095,1295291543,13.03529379,NA,South Asia, Lower middle income
2010,Indonesia,87.79014493,10.92,7.099999905,241613126,8.265391795,7003000,East Asia & Pacific, Lower middle income
2011,Indonesia,102.4626496,12.28,6.599999905,244808254,8.690290663,7650000,East Asia & Pacific, Lower middle income
2012,Indonesia,114.218131,14.52,6.099999905,248037853,9.590508487,8044000,East Asia & Pacific, Lower middle income
2013,Indonesia,125.3581426,14.94,6.199999809,251268276,10.40093552,8802000,East Asia & Pacific, Lower middle income
2014,Indonesia,126.180597,17.14,5.900000095,254454778,10.98431938,NA,East Asia & Pacific, Lower middle income
2010,"Iran, Islamic Rep.",72.58942289,15.9,13.5,74253373,25.91743564,2938000,Middle East & North Africa,Upper middle income
2011,"Iran, Islamic Rep.",74.30366228,19,NA,75184322,29.21161438,3354000,Middle East & North Africa,Upper middle income
2012,"Iran, Islamic Rep.",76.09808684,22.73,NA,76156975,26.82353722,3834000,Middle East & North Africa,Upper middle income
2013,"Iran, Islamic Rep.",84.24610052,29.95,10.39999962,77152445,27.403638,4769000,Middle East & North Africa,Upper middle income
2014,"Iran, Islamic Rep.",87.79273111,39.35,10.60000038,78143644,27.34095766,NA,Middle East & North Africa,Upper middle income
2010,Iraq,75.13766061,2.5,NA,30868156,5.028349311,1518000,Middle East & North Africa,Upper middle income
2011,Iraq,80.15512761,5,8,31810191,4.9015391,1510000,Middle East & North Africa,Upper middle income
2012,Iraq,81.62784646,7.1,NA,32780975,5.376366492,1111000,Middle East & North Africa,Upper middle income
2013,Iraq,96.10477428,9.2,NA,33781385,5.331683604,892000,Middle East & North Africa,Upper middle income
2014,Iraq,94.9127868,11.3,NA,34812326,6.134067015,NA,Middle East & North Africa,Upper middle income
2010,Ireland,105.2358099,69.85,13.89999962,4560155,28.18712544,7134000,Europe & Central Asia, High income: OECD
2011,Ireland,108.479355,74.88997297,14.60000038,4576794,27.15349704,7630000,Europe & Central Asia, High income: OECD
2012,Ireland,107.2128919,76.91999254,14.69999981,4586897,24.56431262,7550000,Europe & Central Asia, High income: OECD
2013,Ireland,105.4662101,78.2477,13,4598294,22.94316076,8260000,Europe & Central Asia, High income: OECD
2014,Ireland,104.2554956,79.69,11.30000019,4612719,21.43335602,NA,Europe & Central Asia, High income: OECD
2010,Isle of Man,NA,NA,NA,84327,NA,NA,Europe & Central Asia,High income: nonOECD
2011,Isle of Man,NA,NA,3.299999952,85069,NA,NA,Europe & Central Asia,High income: nonOECD
2012,Isle of Man,NA,NA,NA,85779,NA,NA,Europe & Central Asia,High income: nonOECD
2013,Isle of Man,NA,NA,2.599999905,86462,NA,NA,Europe & Central Asia,High income: nonOECD
2014,Isle of Man,NA,NA,NA,87127,NA,NA,Europe & Central Asia,High income: nonOECD
2010,Israel,122.7836679,67.5,6,7623600,19.37958838,2803000,Middle East & North Africa, High income: OECD
2011,Israel,121.9782701,68.87387799,5.099999905,7765800,20.09733209,2820000,Middle East & North Africa, High income: OECD
2012,Israel,120.6843884,70.8,6.900000095,7910500,20.05962352,2886000,Middle East & North Africa, High income: OECD
2013,Israel,122.8478352,70.8,6.199999809,8059500,19.57440996,2962000,Middle East & North Africa, High income: OECD
2014,Israel,121.4506526,71.45,5.900000095,8215300,19.10539445,NA,Middle East & North Africa, High income: OECD
2010,Italy,154.7970088,53.68,8.399999619,59277417,67.81293553,43626000,Europe & Central Asia, High income: OECD
2011,Italy,158.145883,54.3899983,8.399999619,59379449,67.477457,46119000,Europe & Central Asia, High income: OECD
2012,Italy,159.6276155,55.82999799,10.69999981,59539717,65.94717438,46360000,Europe & Central Asia, High income: OECD
2013,Italy,158.8172931,58.4593,12.10000038,60233948,62.70180436,47704000,Europe & Central Asia, High income: OECD
2014,Italy,154.2486564,61.96,12.69999981,61336387,59.60014181,NA,Europe & Central Asia, High income: OECD
2010,Jamaica,116.0682988,27.67,12.39999962,2690824,6.598870011,1922000,Latin America & Caribbean,Upper middle income
2011,Jamaica,106.9237357,37.43861341,12.69999981,2699838,6.47013665,1952000,Latin America & Caribbean,Upper middle income
2012,Jamaica,98.04968759,33.79,13.69999981,2707805,6.39239532,1986000,Latin America & Caribbean,Upper middle income
2013,Jamaica,102.2381648,37.1,15.30000019,2714734,6.069085085,2008000,Latin America & Caribbean,Upper middle income
2014,Jamaica,102.9209275,40.5,NA,2721252,5.500052266,NA,Latin America & Caribbean,Upper middle income
2010,Japan,96.80752449,78.21,4.900000095,128070000,33.79165398,8611000,East Asia & Pacific, High income: OECD
2011,Japan,104.2742326,79.05411352,4.400000095,127817277,33.8629838,6219000,East Asia & Pacific, High income: OECD
2012,Japan,110.9073543,79.4964,4.199999809,127561489,33.91746161,8358000,East Asia & Pacific, High income: OECD
2013,Japan,116.3154258,89.71,3.900000095,127338621,33.89569781,10364000,East Asia & Pacific, High income: OECD
2014,Japan,120.2329983,90.58,3.5,127131800,33.89194314,NA,East Asia & Pacific, High income: OECD
2010,Jordan,102.5632445,27.2,12.5,6046000,19.33889492,4207000,Middle East & North Africa,Upper middle income
2011,Jordan,111.1631725,34.9,12.89999962,6181000,19.68822707,3960000,Middle East & North Africa,Upper middle income
2012,Jordan,128.1735327,37,12.19999981,6318000,19.79850685,4162000,Middle East & North Africa,Upper middle income
2013,Jordan,141.7962745,41,12.60000038,6460000,19.85382307,3945000,Middle East & North Africa,Upper middle income
2014,Jordan,147.804955,44,NA,6607000,19.85552049,NA,Middle East & North Africa,Upper middle income
2010,Kazakhstan,121.867001,31.6,5.800000191,16321581,3.296492888,3196000,Europe & Central Asia,Upper middle income
2011,Kazakhstan,156.7946524,50.6,5.400000095,16556600,3.357670196,4434000,Europe & Central Asia,Upper middle income
2012,Kazakhstan,185.8215629,53.31566912,5.300000191,16791425,3.315546001,4807000,Europe & Central Asia,Upper middle income
2013,Kazakhstan,184.6947548,54,5.199999809,17035275,3.289719887,4926000,Europe & Central Asia,Upper middle income
2014,Kazakhstan,168.6229043,54.89,5.099999905,17289111,3.386413648,NA,Europe & Central Asia,Upper middle income
2010,Kenya,61.03491308,14,NA,40328313,4.707213377,1470000,Sub-Saharan Africa, Lower middle income
2011,Kenya,66.8146089,28,NA,41419954,4.988986031,1750000,Sub-Saharan Africa, Lower middle income
2012,Kenya,71.17433333,32.1,NA,42542978,5.28441917,1619000,Sub-Saharan Africa, Lower middle income
2013,Kenya,71.76404552,39,NA,43692881,5.40480254,1434000,Sub-Saharan Africa, Lower middle income
2014,Kenya,73.84324808,43.4,NA,44863583,5.798943375,NA,Sub-Saharan Africa, Lower middle income
2010,Kiribati,10.83965092,9.07,30.60000038,102648,NA,4700,East Asia & Pacific, Lower middle income
2011,Kiribati,13.89219144,10,NA,104662,6.011512109,5300,East Asia & Pacific, Lower middle income
2012,Kiribati,15.87522076,10.74679768,NA,106620,5.867683696,4900,East Asia & Pacific, Lower middle income
2013,Kiribati,16.60951041,11.5,NA,108544,5.734767025,5900,East Asia & Pacific, Lower middle income
2014,Kiribati,17.41355756,12.25,NA,110470,NA,NA,East Asia & Pacific, Lower middle income
2010,"Korea, Dem. Rep.",1.762897277,0,NA,24500506,NA,NA,East Asia & Pacific,Low income
2011,"Korea, Dem. Rep.",4.05987652,0,NA,24631359,NA,NA,East Asia & Pacific,Low income
2012,"Korea, Dem. Rep.",6.865028848,0,NA,24763353,NA,NA,East Asia & Pacific,Low income
2013,"Korea, Dem. Rep.",9.720640052,NA,NA,24895705,NA,NA,East Asia & Pacific,Low income
2014,"Korea, Dem. Rep.",11.18810123,0,NA,25026772,NA,NA,East Asia & Pacific,Low income
2010,"Korea, Rep.",104.7742463,83.7,3.700000048,49410366,18.26259972,8798000,East Asia & Pacific, High income: OECD
2011,"Korea, Rep.",107.7446102,83.75912015,3.400000095,49779440,18.30243845,9795000,East Asia & Pacific, High income: OECD
2012,"Korea, Rep.",109.4316142,84.07,3.200000048,50004441,18.41311399,11140000,East Asia & Pacific, High income: OECD
2013,"Korea, Rep.",110.9984678,84.77,3.099999905,50219669,18.15049675,12176000,East Asia & Pacific, High income: OECD
2014,"Korea, Rep.",115.5435591,84.33,3.5,50423955,17.37089424,NA,East Asia & Pacific, High income: OECD
2010,Kosovo,NA,NA,NA,1775680,24.13157844,NA,Europe & Central Asia, Lower middle income
2011,Kosovo,NA,NA,NA,1790957,23.92573424,NA,Europe & Central Asia, Lower middle income
2012,Kosovo,NA,NA,30.89999962,1805200,23.66063593,NA,Europe & Central Asia, Lower middle income
2013,Kosovo,NA,NA,NA,1818117,22.58314799,NA,Europe & Central Asia, Lower middle income
2014,Kosovo,NA,NA,NA,1823149,20.9337797,NA,Europe & Central Asia, Lower middle income
2010,Kuwait,133.0114856,61.4,1.799999952,3059473,16.13416464,207000,Middle East & North Africa,High income: nonOECD
2011,Kuwait,157.9080265,65.76907069,3.599999905,3239181,16.61412701,269000,Middle East & North Africa,High income: nonOECD
2012,Kuwait,156.8991317,70.45,NA,3419581,15.73130923,300000,Middle East & North Africa,High income: nonOECD
2013,Kuwait,190.2883477,75.46,NA,3593689,16.65420232,NA,Middle East & North Africa,High income: nonOECD
2014,Kuwait,218.4302852,78.7,NA,3753121,16.8596499,NA,Middle East & North Africa,High income: nonOECD
2010,Kyrgyz Republic,98.89869621,16.3,8.600000381,5447900,6.113841215,855000,Europe & Central Asia, Lower middle income
2011,Kyrgyz Republic,116.1691884,17.5,8.5,5514600,7.159007249,2278000,Europe & Central Asia, Lower middle income
2012,Kyrgyz Republic,124.1795305,19.8,8.399999619,5607200,7.691579965,2406000,Europe & Central Asia, Lower middle income
2013,Kyrgyz Republic,121.4498189,23,8.300000191,5719600,7.806854837,3076000,Europe & Central Asia, Lower middle income
2014,Kyrgyz Republic,134.4608681,28.3,NA,5834200,7.830139151,NA,Europe & Central Asia, Lower middle income
